ph,turbidity,tds,status
7.198635347600602,0.5966896105607689,291.02811695165536,1
7.430690723622261,1.4128586074492748,205.0280387048297,1
6.375410127057031,4.5,480.0,0
8.010035037820753,4.5,500.6496159941099,0
9.7058540937897,29.23244245020518,27151.894328404986,0
11.458275211308692,16.56587894153806,27597.017825615167,0
7.418576213885395,1.3080159575029322,333.0266816735731,1
7.333999912984721,2.31279485986941,107.9355664263224,1
8.034246268026333,5.213970054794168,523.117691750323,0
7.365753287763428,1.2295179802617382,350.5167316969458,1
6.977177596797876,2.426830420302087,166.48025504660524,1
7.077894710425656,0.6998081718575979,282.6010122372416,1
7.221122129132649,1.771331813507806,297.62853731058425,1
7.359905728464748,1.4091839727921276,274.7221199325341,1
7.2413650188619245,1.1374079041029725,480.0,1
7.215189611080598,1.3149278949267384,267.57340763163353,1
7.081267375354461,1.2677107337621998,394.1339939640079,1
8.008922469010338,5.048128804169566,587.8616199269459,0
2.7930958131457535,46.019289404708964,18700.234945191725,0
9.887310284370026,35.980442703854685,5085.8850620446765,0
6.239928039318553,34.34726175996685,6190.336577544509,0
7.178046132565598,0.9585766397960674,480.0,1
7.946203187694765,5.8171950618264585,680.9004040286419,0
8.133409107822441,5.9422272462041885,497.79965337447226,0
6.467030179077402,5.520854232133284,676.4784856400585,0
6.9322526210314415,0.9977181352051443,230.23439245922592,1
7.393016715933111,0.8865897174596822,267.3293595055221,1
7.993643728377348,4.676738061344995,482.981834245494,1
11.75159460000729,27.053092938334963,21365.037461371943,0
6.4579819914659815,4.791653024813544,480.0,0
7.440639975381759,2.272246411820683,305.5872445359895,1
6.486178430744229,4.896997951410875,501.84488019250483,0
6.467242769053867,37.97466720036448,22061.005726344214,0
8.060707408531979,4.5,480.0,0
6.411243450679823,5.2481225104634825,480.0,0
0.6667691334294004,44.69600838332779,4582.310172200527,0
7.935843347812564,4.516851178373799,581.3612096665084,0
6.427436525693814,4.5,538.162470245322,0
8.19101328559254,4.5,480.0,0
8.077446425333912,5.029897084605739,598.3513176628342,0
13.500888860324922,36.503474715563065,6129.178011660674,0
6.961195131251922,1.1312053055257567,220.36235533139876,1
7.24472163688095,2.513738604248619,480.0,1
7.4878648205259175,0.2353270224704549,290.0670252214869,1
7.4101361149356855,1.898299464012574,95.88636806361859,1
7.077104167303949,1.2340698154543717,480.0,1
7.227782014993095,2.155685063563241,245.20742142820856,1
6.6,5.607979135243425,513.023466369772,0
7.386125233096028,1.5301532391647303,381.65550436244365,1
6.6,5.984807805783712,498.88853003580033,0
7.945466360179479,5.170438990124974,580.6810601412112,0
6.515739251443857,5.3935301550986345,500.18143951050024,0
7.211123834247196,0.6549741373039032,480.0,1
